Path,Longitude,Latitude,Altitude,TimeStamp
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0001.JPG,85.50352278,22.59468417,286.081,2019:08:11 10:53:44
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0002.JPG,85.50364722,22.59474544,286.125,2019:08:11 10:53:47
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0003.JPG,85.50379894,22.59481933,286.121,2019:08:11 10:53:50
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0004.JPG,85.50395556,22.59489539,286.134,2019:08:11 10:53:53
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0005.JPG,85.50410978,22.59497033,286.104,2019:08:11 10:53:56
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0006.JPG,85.50426417,22.59504511,286.05,2019:08:11 10:53:59
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0007.JPG,85.50441969,22.59512,286.08,2019:08:11 10:54:02
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0008.JPG,85.50457494,22.59519547,286.075,2019:08:11 10:54:05
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0009.JPG,85.50473042,22.59527072,286.076,2019:08:11 10:54:08
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0010.JPG,85.50488656,22.59534564,286.065,2019:08:11 10:54:11
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0011.JPG,85.50504083,22.59542039,286.076,2019:08:11 10:54:14
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0012.JPG,85.50519694,22.59549531,286.147,2019:08:11 10:54:17
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0013.JPG,85.50535236,22.59557125,286.118,2019:08:11 10:54:20
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0014.JPG,85.505506,22.59564725,286.055,2019:08:11 10:54:23
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0015.JPG,85.50566244,22.59572231,286.07,2019:08:11 10:54:26
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0016.JPG,85.505817,22.59579753,286.092,2019:08:11 10:54:29
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0017.JPG,85.50597119,22.59587314,286.11,2019:08:11 10:54:32
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0018.JPG,85.50612708,22.59594853,286.171,2019:08:11 10:54:35
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0019.JPG,85.506282,22.59602339,286.166,2019:08:11 10:54:38
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0020.JPG,85.50643775,22.59609822,286.135,2019:08:11 10:54:41
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0021.JPG,85.50659233,22.59617269,286.131,2019:08:11 10:54:44
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0022.JPG,85.50674878,22.59624897,286.152,2019:08:11 10:54:47
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0023.JPG,85.506903,22.59632281,286.152,2019:08:11 10:54:50
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0024.JPG,85.50705864,22.59639892,286.147,2019:08:11 10:54:53
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0025.JPG,85.50721197,22.59647361,286.129,2019:08:11 10:54:56
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0026.JPG,85.50736806,22.59654961,286.115,2019:08:11 10:54:58
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0027.JPG,85.50752342,22.59662419,286.098,2019:08:11 10:55:02
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0028.JPG,85.507679,22.59669875,286.063,2019:08:11 10:55:05
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0029.JPG,85.50783356,22.59677411,286.077,2019:08:11 10:55:07
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0030.JPG,85.50798958,22.59684978,286.077,2019:08:11 10:55:11
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0031.JPG,85.50814358,22.59692483,286.032,2019:08:11 10:55:14
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0032.JPG,85.50829989,22.59700042,286.048,2019:08:11 10:55:17
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0033.JPG,85.50845436,22.59707525,286.063,2019:08:11 10:55:20
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0034.JPG,85.50861019,22.59715019,286.057,2019:08:11 10:55:23
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0035.JPG,85.5087645,22.59722561,286.099,2019:08:11 10:55:26
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0036.JPG,85.50891997,22.59730047,286.096,2019:08:11 10:55:29
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0037.JPG,85.50907517,22.59737528,286.085,2019:08:11 10:55:31
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0038.JPG,85.50922894,22.59745103,286.122,2019:08:11 10:55:35
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0039.JPG,85.50938464,22.59752708,286.101,2019:08:11 10:55:38
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0040.JPG,85.50954058,22.59760236,286.169,2019:08:11 10:55:41
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0041.JPG,85.50969617,22.59767583,286.189,2019:08:11 10:55:44
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0042.JPG,85.50985006,22.59775167,286.084,2019:08:11 10:55:47
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0043.JPG,85.51000653,22.59782494,286.079,2019:08:11 10:55:50
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0044.JPG,85.51016311,22.59790056,286.077,2019:08:11 10:55:53
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0045.JPG,85.51031783,22.59797478,286.117,2019:08:11 10:55:56
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0046.JPG,85.51047386,22.59804936,286.12,2019:08:11 10:55:59
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0047.JPG,85.51062967,22.59812375,286.157,2019:08:11 10:56:02
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0048.JPG,85.510786,22.59819811,286.19,2019:08:11 10:56:05
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0049.JPG,85.5109405,22.59827133,286.136,2019:08:11 10:56:08
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0050.JPG,85.51109736,22.59834614,286.079,2019:08:11 10:56:11
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0051.JPG,85.51125328,22.59841972,286.076,2019:08:11 10:56:14
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0052.JPG,85.51140886,22.59849444,286.051,2019:08:11 10:56:17
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0053.JPG,85.51156494,22.59856847,286.097,2019:08:11 10:56:20
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0054.JPG,85.51172075,22.59864211,286.128,2019:08:11 10:56:23
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0055.JPG,85.51187625,22.59871664,286.08,2019:08:11 10:56:26
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0056.JPG,85.51203244,22.59879089,286.062,2019:08:11 10:56:29
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0057.JPG,85.51218797,22.59886472,286.052,2019:08:11 10:56:32
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0058.JPG,85.51234447,22.59893903,286.067,2019:08:11 10:56:35
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0059.JPG,85.51249914,22.59901358,286.105,2019:08:11 10:56:38
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0060.JPG,85.51265589,22.59908814,286.118,2019:08:11 10:56:41
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0061.JPG,85.51281117,22.59916206,286.146,2019:08:11 10:56:44
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0062.JPG,85.51296589,22.59923622,286.144,2019:08:11 10:56:47
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0063.JPG,85.51312233,22.59931039,286.129,2019:08:11 10:56:50
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0064.JPG,85.51327761,22.59938394,286.092,2019:08:11 10:56:53
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0065.JPG,85.51343489,22.59945869,286.069,2019:08:11 10:56:56
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0066.JPG,85.51358875,22.59953244,286.109,2019:08:11 10:56:59
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0067.JPG,85.51374528,22.59960728,286.15,2019:08:11 10:57:02
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0068.JPG,85.51390072,22.59968122,286.125,2019:08:11 10:57:05
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0069.JPG,85.51405672,22.59975489,286.117,2019:08:11 10:57:08
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0070.JPG,85.51421397,22.59982989,286.076,2019:08:11 10:57:11
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0071.JPG,85.5143685,22.59990356,286.099,2019:08:11 10:57:14
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0072.JPG,85.51452411,22.59997775,286.095,2019:08:11 10:57:17
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0073.JPG,85.51467947,22.60005156,286.081,2019:08:11 10:57:20
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0074.JPG,85.51483683,22.60012683,286.044,2019:08:11 10:57:23
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0075.JPG,85.51499133,22.60020011,286.082,2019:08:11 10:57:25
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0076.JPG,85.51514908,22.60027561,286.129,2019:08:11 10:57:29
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0077.JPG,85.51530328,22.60034811,286.184,2019:08:11 10:57:32
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0078.JPG,85.51546011,22.60042186,286.115,2019:08:11 10:57:35
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0079.JPG,85.51561497,22.6004975,286.091,2019:08:11 10:57:38
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0080.JPG,85.51577197,22.60057314,286.088,2019:08:11 10:57:41
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0081.JPG,85.51592667,22.60064697,286.151,2019:08:11 10:57:44
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0082.JPG,85.51608272,22.60072064,286.106,2019:08:11 10:57:47
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0083.JPG,85.51623778,22.60079403,286.029,2019:08:11 10:57:50
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0084.JPG,85.51639392,22.60086936,286.026,2019:08:11 10:57:53
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0085.JPG,85.51654869,22.60094353,286.111,2019:08:11 10:57:56
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0086.JPG,85.5167055,22.60101733,286.145,2019:08:11 10:57:59
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0087.JPG,85.51686153,22.60109089,286.137,2019:08:11 10:58:02
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0088.JPG,85.51701753,22.60116581,286.053,2019:08:11 10:58:05
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0089.JPG,85.51717278,22.60123911,286.105,2019:08:11 10:58:08
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0090.JPG,85.51732883,22.60131339,286.096,2019:08:11 10:58:11
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0091.JPG,85.51737933,22.60135953,286.017,2019:08:11 10:58:14
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0092.JPG,85.51730219,22.60150192,286.013,2019:08:11 10:58:17
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0093.JPG,85.51722883,22.60163539,286.061,2019:08:11 10:58:20
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0094.JPG,85.51714472,22.60160839,286.074,2019:08:11 10:58:23
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0095.JPG,85.51698522,22.60153522,286.136,2019:08:11 10:58:26
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0096.JPG,85.51682839,22.6014625,286.107,2019:08:11 10:58:29
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0097.JPG,85.51667347,22.60138839,286.111,2019:08:11 10:58:32
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0098.JPG,85.51651697,22.60131342,286.122,2019:08:11 10:58:35
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0099.JPG,85.51636142,22.60123933,286.118,2019:08:11 10:58:38
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0100.JPG,85.51620567,22.60116514,286.118,2019:08:11 10:58:41
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0101.JPG,85.51604839,22.60109044,286.092,2019:08:11 10:58:44
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0102.JPG,85.51589408,22.60101567,286.176,2019:08:11 10:58:47
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0103.JPG,85.51573794,22.60094136,286.105,2019:08:11 10:58:50
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0104.JPG,85.51558314,22.60086742,286.05,2019:08:11 10:58:53
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0105.JPG,85.51542731,22.60079367,286.072,2019:08:11 10:58:56
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0106.JPG,85.51527189,22.60071964,286.114,2019:08:11 10:58:59
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0107.JPG,85.51511439,22.60064433,286.089,2019:08:11 10:59:02
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0108.JPG,85.51496011,22.60057119,286.038,2019:08:11 10:59:05
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0109.JPG,85.51480431,22.60049639,286.09,2019:08:11 10:59:08
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0110.JPG,85.51464797,22.60042247,286.124,2019:08:11 10:59:11
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0111.JPG,85.51449097,22.60034822,286.114,2019:08:11 10:59:14
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0112.JPG,85.51433597,22.60027406,286.15,2019:08:11 10:59:17
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0113.JPG,85.51418122,22.60020042,286.185,2019:08:11 10:59:20
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0114.JPG,85.51402458,22.60012589,286.153,2019:08:11 10:59:23
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0115.JPG,85.51386856,22.6000515,286.094,2019:08:11 10:59:26
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0116.JPG,85.51371175,22.59997625,286.117,2019:08:11 10:59:29
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0117.JPG,85.51355672,22.59990367,286.055,2019:08:11 10:59:32
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0118.JPG,85.51340142,22.59982939,286.038,2019:08:11 10:59:35
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0119.JPG,85.51324619,22.59975436,286.078,2019:08:11 10:59:38
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0120.JPG,85.51309117,22.59968031,286.144,2019:08:11 10:59:41
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0121.JPG,85.51293433,22.59960583,286.126,2019:08:11 10:59:44
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0122.JPG,85.51277967,22.59953192,286.066,2019:08:11 10:59:47
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0123.JPG,85.51262406,22.59945817,286.077,2019:08:11 10:59:50
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0124.JPG,85.51246736,22.59938353,286.119,2019:08:11 10:59:53
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0125.JPG,85.51231186,22.59931061,286.1,2019:08:11 10:59:56
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0126.JPG,85.512157,22.59923642,286.092,2019:08:11 10:59:59
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0127.JPG,85.51199956,22.59916142,286.122,2019:08:11 11:00:02
